,GeneID,Chromosome,Start,End,Strand,RT_ESC_RANK_median,probe_dist,FamilyAge,GeneAge,BirthType,GeneAge_GROUPED
ENSG00000079385,ENSG00000079385,19,43011456,43065386,-1,0.0817589012984814,338,Euteleostomi,Hominidae,Duplicate,Recent
ENSG00000079387,ENSG00000079387,12,48436681,48500091,-1,0.199310582190973,108,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000079393,ENSG00000079393,10,76854192,76868979,-1,0.196339165065674,296.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000079432,ENSG00000079432,19,42772689,42799949,1,0.104417677185188,20,Bilateria,Bilateria,Duplicate,Old
ENSG00000079435,ENSG00000079435,19,42905659,42931578,-1,0.0578058768207491,79.5,Bilateria,Bilateria,Singleton,Old
ENSG00000079459,ENSG00000079459,8,11653082,11696818,1,0.240514896059961,3731,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000079462,ENSG00000079462,19,42801185,42807698,-1,0.116658393776319,109.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000079482,ENSG00000079482,X,67262186,67653755,-1,0.455306037575422,208.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000079557,ENSG00000079557,4,74347400,74369691,1,0.568066072714774,282.5,Euteleostomi,Mammalia,Duplicate,Middle
ENSG00000079616,ENSG00000079616,16,29802040,29816706,1,0.0804198958309721,1,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000079689,ENSG00000079689,6,25652464,25702011,1,0.559175992365194,140.5,Bilateria,Chordata,Duplicate,Old
ENSG00000079691,ENSG00000079691,6,25279306,25620758,1,0.445705629744287,272,Bilateria,Chordata,Duplicate,Old
ENSG00000079739,ENSG00000079739,1,64058947,64125916,1,0.0201639558879926,37.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000079785,ENSG00000079785,2,15731302,15771235,1,0.615946215881266,408.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000079805,ENSG00000079805,19,10828755,10944164,1,0.0391917578881971,309.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000079819,ENSG00000079819,6,131160487,131384462,-1,0.126247236523091,552.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000079841,ENSG00000079841,6,72596406,73112845,1,0.878592288679309,874.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000079931,ENSG00000079931,6,132617194,132722684,-1,0.514821118214129,69,Bilateria,Chordata,Duplicate,Old
ENSG00000079950,ENSG00000079950,6,132767006,132834337,-1,0.611328508996942,70.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000079974,ENSG00000079974,22,51205929,51222091,-1,0.434775237211446,371,Bilateria,HomoSapiens,Duplicate,Recent
ENSG00000079999,ENSG00000079999,19,10596796,10614417,-1,0.0868891727217593,439.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000080007,ENSG00000080007,6,74104471,74127292,1,0.13023140808603,575.5,Fungi-Metazoa_group,Eutheria,Duplicate,Middle
ENSG00000080031,ENSG00000080031,19,55692616,55720874,-1,0.0598423725261706,870,Bilateria,Bilateria,Duplicate,Old
ENSG00000080166,ENSG00000080166,13,95089558,95131936,-1,0.4063930167245,555,Chordata,Chordata,Duplicate,Old
ENSG00000080189,ENSG00000080189,20,44978167,44993043,-1,0.28118860385839,145,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000080200,ENSG00000080200,3,97595819,97663810,1,0.570303222633888,106.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000080224,ENSG00000080224,3,96533425,97471304,1,0.673952284312333,80.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000080293,ENSG00000080293,2,120197419,120282070,-1,0.321882203601922,602.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000080298,ENSG00000080298,9,3218297,3526004,-1,0.663557123883796,110.5,Fungi-Metazoa_group,Chordata,Duplicate,Old
ENSG00000080345,ENSG00000080345,2,152266397,152364527,1,0.191865443481664,94,Bilateria,Bilateria,Singleton,Old
ENSG00000080371,ENSG00000080371,12,72148654,72184699,1,0.25497310192679,83.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000080493,ENSG00000080493,4,72053003,72437804,1,0.735630267028546,324.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000080503,ENSG00000080503,9,2015342,2193624,1,0.214659530855414,450,Fungi-Metazoa_group,Chordata,Duplicate,Old
ENSG00000080511,ENSG00000080511,19,10123925,10132955,1,0.0527803850617968,604,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000080546,ENSG00000080546,6,109307640,109416022,-1,0.180038409958185,156,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000080561,ENSG00000080561,X,107068985,107170423,1,0.247855023803256,879,Chordata,Euteleostomi,Duplicate,Old
ENSG00000080572,ENSG00000080572,X,106449862,106487473,1,0.381653566510106,227.5,Bilateria,Bilateria,Singleton,Old
ENSG00000080573,ENSG00000080573,19,10070237,10121147,-1,0.0676917109339546,1093,Chordata,Chordata,Duplicate,Old
ENSG00000080603,ENSG00000080603,16,30709530,30755602,1,0.0243728370400971,487,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000080608,ENSG00000080608,9,2720469,2844241,-1,0.391649500226444,559,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000080618,ENSG00000080618,13,46627321,46679211,-1,0.574813952487858,207,Chordata,Euteleostomi,Duplicate,Old
ENSG00000080644,ENSG00000080644,15,78885394,78913637,-1,0.112121411180846,157.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000080709,ENSG00000080709,5,113696642,113832337,1,0.964755868008154,145.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000080802,ENSG00000080802,7,135046547,135194875,-1,0.180670210516918,174,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000080815,ENSG00000080815,14,73603126,73690399,1,0.0636065761845307,362.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000080819,ENSG00000080819,3,98239976,98312567,-1,0.530409811077407,146.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000080822,ENSG00000080822,3,98216756,98241910,-1,0.537240381203684,364,Chordata,Chordata,Singleton,Old
ENSG00000080823,ENSG00000080823,14,102690837,102771537,-1,0.0104222227259459,350,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000080824,ENSG00000080824,14,102547075,102606036,-1,0.0706346779517218,1016.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000080839,ENSG00000080839,20,35624752,35724398,-1,0.0503002527202235,57,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000080845,ENSG00000080845,20,34894258,35157040,1,0.0211793702950345,112,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000080854,ENSG00000080854,11,133778459,133826880,-1,0.264232571070912,391.5,Bilateria,Chordata,Duplicate,Old
ENSG00000080910,ENSG00000080910,1,196788898,196928356,1,0.584746625192732,499,Bilateria,HomoPanGorilla,Duplicate,Recent
ENSG00000080986,ENSG00000080986,18,2571510,2616634,1,0.267181898885079,244,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000081014,ENSG00000081014,15,51200869,51298097,1,0.319841428815286,937,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000081019,ENSG00000081019,1,114304454,114355098,-1,0.100010917439639,512,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000081026,ENSG00000081026,1,113933371,114228545,1,0.40522875968171,101,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000081041,ENSG00000081041,4,74962752,74965010,-1,0.424951738902954,170,Euteleostomi,Hominoidea,Duplicate,Recent
ENSG00000081051,ENSG00000081051,4,74296855,74321891,1,0.536324195220474,287,Euteleostomi,Mammalia,Duplicate,Middle
ENSG00000081052,ENSG00000081052,2,227867427,228028829,-1,0.588917919820658,508,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000081059,ENSG00000081059,5,133450402,133487556,1,0.019972091138416,68,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000081087,ENSG00000081087,6,108362613,108487058,-1,0.0350823364616115,34.5,Bilateria,Bilateria,Singleton,Old
ENSG00000081138,ENSG00000081138,18,63417488,63548638,1,0.848366246792424,34,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000081148,ENSG00000081148,3,100941390,101039404,-1,0.439451694724333,50,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000081154,ENSG00000081154,3,101292939,101313281,1,0.190116802726029,27,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000081177,ENSG00000081177,14,69658228,69709075,1,0.0291096642933572,27.5,Bilateria,Bilateria,Singleton,Old
ENSG00000081181,ENSG00000081181,14,68086515,68118437,1,0.114753855683476,851,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000081189,ENSG00000081189,5,88013975,88199922,-1,0.325391281499242,396.5,Fungi-Metazoa_group,Chordata,Duplicate,Old
ENSG00000081237,ENSG00000081237,1,198607801,198726545,1,0.694200434014486,448,Bilateria,Bilateria,Duplicate,Old
ENSG00000081248,ENSG00000081248,1,201008642,201081694,-1,0.187879884108603,731,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000081277,ENSG00000081277,1,201252580,201302121,1,0.155183308900165,128.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000081307,ENSG00000081307,3,132373290,132396941,1,0.309475875002718,577.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000081320,ENSG00000081320,2,196998290,197041227,-1,0.47439999185818,119.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000081377,ENSG00000081377,9,99252523,99382112,-1,0.179883669129413,197.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000081386,ENSG00000081386,9,99518147,99540411,-1,0.10067012724831,155,Bilateria,Eutheria,Duplicate,Middle
ENSG00000081479,ENSG00000081479,2,169983619,170219195,-1,0.528617338652039,347,Bilateria,Bilateria,Duplicate,Old
ENSG00000081665,ENSG00000081665,19,19896648,19932560,-1,0.176227136406469,1109,Euteleostomi,Catarrhini,Duplicate,Recent
ENSG00000081692,ENSG00000081692,1,227918126,227923112,-1,0.45136003079088,157,Bilateria,Bilateria,Duplicate,Old
ENSG00000081721,ENSG00000081721,1,161719548,161727028,1,0.370437053790132,727,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000081760,ENSG00000081760,12,125549925,125627873,1,0.0696833341120491,333,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000081791,ENSG00000081791,5,141303373,141321612,1,0.00489434370227957,867.5,Chordata,Chordata,Singleton,Old
ENSG00000081800,ENSG00000081800,7,122753585,122840040,-1,0.694734740912041,0.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000081803,ENSG00000081803,7,121958481,122526813,-1,0.144566561455239,303,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000081818,ENSG00000081818,5,140501581,140505201,1,0.170028713791456,653,Euteleostomi,Eutheria,Duplicate,Middle
ENSG00000081842,ENSG00000081842,5,140207563,140391929,1,0.218279402260928,15,Euteleostomi,Hominoidea,Duplicate,Recent
ENSG00000081870,ENSG00000081870,1,54382247,54411602,-1,0.0900543050101335,168.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000081913,ENSG00000081913,18,60382672,60647666,1,0.385722163188892,448,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000081923,ENSG00000081923,18,55313658,55470333,-1,0.280746470683205,1666.5,Bilateria,Chordata,Duplicate,Old
ENSG00000081985,ENSG00000081985,1,67773047,67862583,1,0.258410244999373,262,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000082014,ENSG00000082014,7,150935850,150974982,-1,0.129905041405315,429,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000082068,ENSG00000082068,5,37379314,37753537,1,0.460149494906505,465.5,Bilateria,Bilateria,Singleton,Old
ENSG00000082074,ENSG00000082074,5,39105338,39274630,-1,0.632753059080464,65,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000082126,ENSG00000082126,2,202509593,202563417,-1,0.123827936525265,1492,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000082146,ENSG00000082146,2,202252581,202345569,1,0.259086571132902,682,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000082153,ENSG00000082153,2,201675317,201688569,1,0.141244722273751,60,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000082175,ENSG00000082175,11,100900355,101001255,-1,0.643704153114315,299,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000082196,ENSG00000082196,5,34019553,34043937,-1,0.181560722012843,360,Euteleostomi,HomoSapiens,Duplicate,Recent
ENSG00000082212,ENSG00000082212,18,48405419,48474691,1,0.266341348553601,555,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000082213,ENSG00000082213,5,31532373,31555165,1,0.152459268929383,238,Bilateria,Bilateria,Singleton,Old
ENSG00000082258,ENSG00000082258,2,135675805,135716912,1,0.337081268773023,234.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000082269,ENSG00000082269,6,71122644,71270877,1,0.447848871178376,879.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000082293,ENSG00000082293,6,70576463,70919679,1,0.879438737203812,382,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000082397,ENSG00000082397,18,5392383,5630699,-1,0.848103950679079,314,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000082438,ENSG00000082438,2,165510134,165700189,-1,0.517666822872406,610.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000082458,ENSG00000082458,X,69664711,69725337,1,0.346092782508411,630,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000082482,ENSG00000082482,1,215179118,215410436,1,0.737676824357363,1077,Chordata,Euteleostomi,Duplicate,Old
ENSG00000082497,ENSG00000082497,1,210406144,210419976,1,0.336031968668799,181,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000082512,ENSG00000082512,1,211499957,211548288,1,0.422150791121161,288.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000082515,ENSG00000082515,5,154320630,154348971,1,0.171719991728652,120.5,Bilateria,Bilateria,Singleton,Old
ENSG00000082516,ENSG00000082516,5,154266976,154317769,-1,0.166252482445359,374.5,Chordata,Chordata,Singleton,Old
ENSG00000082556,ENSG00000082556,8,54138284,54164257,-1,0.959774439220624,328.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000082641,ENSG00000082641,17,46125691,46138849,1,0.0291009904800851,816,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000082684,ENSG00000082684,3,122628041,122747452,-1,0.0491720787406456,573.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000082701,ENSG00000082701,3,119540170,119813264,-1,0.394549445130382,396,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000082781,ENSG00000082781,3,124480795,124620265,-1,0.030160120906018,72,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000082805,ENSG00000082805,12,1099675,1605099,1,0.31906598990877,528,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000082898,ENSG00000082898,2,61704984,61765761,-1,0.114456633015355,60.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000082996,ENSG00000082996,3,149530495,149679926,1,0.212972416348588,118.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000083067,ENSG00000083067,9,73143979,74061820,-1,0.541449031054102,273.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000083093,ENSG00000083093,16,23614488,23652631,-1,0.330865267229778,36.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000083097,ENSG00000083097,6,83777385,83881069,1,0.651205266831939,154,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000083123,ENSG00000083123,6,80816364,81055987,1,0.72631204725586,37.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000083168,ENSG00000083168,8,41786997,41909508,-1,0.223183691935759,350.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000083223,ENSG00000083223,9,88902648,88969369,-1,0.385476520797029,224.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000083290,ENSG00000083290,17,19674142,19771249,-1,0.133826877163538,513.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000083307,ENSG00000083307,8,102504660,102681954,1,0.29417388058079,404,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000083312,ENSG00000083312,5,72112139,72212560,1,0.317016656959705,858.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000083444,ENSG00000083444,1,11994262,12035595,1,0.08612703366226,51.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000083454,ENSG00000083454,17,3575493,3599698,-1,0.0885217000303931,526.5,Euteleostomi,HomoSapiens,Duplicate,Recent
ENSG00000083457,ENSG00000083457,17,3617922,3704537,-1,0.0414404728916735,61.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000083520,ENSG00000083520,13,73329540,73356234,-1,0.626602053311338,80,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000083535,ENSG00000083535,13,73356197,73590591,1,0.520097919256282,3609,Chordata,Chordata,Singleton,Old
ENSG00000083544,ENSG00000083544,13,60970591,61148012,1,0.278936419329605,38.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000083635,ENSG00000083635,13,45513384,45563618,-1,0.114268469092774,365,Bilateria,Bilateria,Singleton,Old
ENSG00000083642,ENSG00000083642,13,33160564,33352157,1,0.408513474942395,707.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000083720,ENSG00000083720,5,41730167,41870621,-1,0.826972344182463,142,Bilateria,Mammalia,Duplicate,Middle
ENSG00000083750,ENSG00000083750,X,55744172,55785207,1,0.70882240147589,315.5,Fungi-Metazoa_group,Theria,Duplicate,Middle
ENSG00000083782,ENSG00000083782,12,91357456,91398803,-1,0.826467990853406,2067.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000083799,ENSG00000083799,16,50775961,50835846,1,0.721642760095278,201.5,Bilateria,Bilateria,Singleton,Old
ENSG00000083807,ENSG00000083807,19,58990879,59023780,-1,0.0391900231255427,1437.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000083812,ENSG00000083812,19,58978423,58984945,1,0.0448670917374874,399,Bilateria,Simiiformes,Duplicate,Recent
ENSG00000083814,ENSG00000083814,19,58231119,58238992,-1,0.140475991116164,81.5,Amniota,Eutheria,Duplicate,Middle
ENSG00000083817,ENSG00000083817,19,58082934,58090295,-1,0.104499095379101,253.5,Eutheria,Eutheria,Duplicate,Middle
ENSG00000083838,ENSG00000083838,19,58985384,58992597,1,0.0428085067209331,17.5,Amniota,Mammalia,Duplicate,Middle
ENSG00000083842,ENSG00000083842,19,58790317,58807254,1,0.10151646012197,514.5,Amniota,HomoSapiens,Duplicate,Recent
ENSG00000083844,ENSG00000083844,19,57702868,57724724,1,0.286627431732464,717,Fungi-Metazoa_group,Eutheria,Duplicate,Middle
ENSG00000083845,ENSG00000083845,19,58897767,58906173,1,0.104338918960678,258,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000083857,ENSG00000083857,4,187508937,187647876,-1,0.705549482601255,36.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000083896,ENSG00000083896,4,69176105,69215807,-1,0.183206664819337,509,Bilateria,Bilateria,Singleton,Old
ENSG00000083937,ENSG00000083937,3,87276421,87304698,1,0.723444137635606,470.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000084070,ENSG00000084070,1,40810522,40888998,1,0.203933840315791,530,Fungi-Metazoa_group,Chordata,Duplicate,Old
ENSG00000084072,ENSG00000084072,1,40157854,40229586,1,0.149745174931153,1052,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000084073,ENSG00000084073,1,40723779,40759856,1,0.189879024591533,47.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000084090,ENSG00000084090,2,96850597,96874563,-1,0.277973279103881,1053,Bilateria,Bilateria,Duplicate,Old
ENSG00000084092,ENSG00000084092,4,57829536,57844989,-1,0.208520668424868,113.5,Bilateria,Bilateria,Singleton,Old
ENSG00000084093,ENSG00000084093,4,57774075,57802010,1,0.205734061347684,131.5,Bilateria,Chordata,Duplicate,Old
ENSG00000084110,ENSG00000084110,12,96366440,96390143,-1,0.189474362289683,219.5,Bilateria,Bilateria,Singleton,Old
ENSG00000084112,ENSG00000084112,12,109176466,109251366,-1,0.0693802132509036,662,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000084207,ENSG00000084207,11,67351066,67354131,1,0.252001453499803,655.5,Bilateria,Chordata,Duplicate,Old
ENSG00000084234,ENSG00000084234,11,129939732,130014699,1,0.0557167599814774,1009.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000084444,ENSG00000084444,12,13197218,13295455,1,0.31024287139765,452.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000084453,ENSG00000084453,12,21417534,21572528,-1,0.599874912047534,297,Amniota,Mammalia,Duplicate,Middle
ENSG00000084463,ENSG00000084463,12,14939410,14956474,-1,0.325586615774128,56,Bilateria,Bilateria,Singleton,Old
ENSG00000084623,ENSG00000084623,1,32687529,32697205,1,0.0598195893099762,1052,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000084628,ENSG00000084628,1,31652592,31712401,-1,0.0470710498644804,205.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000084636,ENSG00000084636,1,32117848,32169920,-1,0.0815086328728734,576,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000084652,ENSG00000084652,1,32645287,32663886,1,0.0313983944887284,76.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000084676,ENSG00000084676,2,24714783,24993571,1,0.215668237513525,835,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000084693,ENSG00000084693,2,27265232,27293490,1,0.084772993585079,20,Bilateria,Bilateria,Duplicate,Old
ENSG00000084710,ENSG00000084710,2,25264999,25378243,1,0.0759084720719404,724,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000084731,ENSG00000084731,2,26149471,26205618,-1,0.0554204625201059,78.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000084733,ENSG00000084733,2,26256976,26360323,1,0.0761937827031673,523.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000084734,ENSG00000084734,2,27719709,27746554,1,0.066796689055128,155.5,Chordata,Chordata,Singleton,Old
