GeneID	Prot	FamilyAge	GeneAge	GeneType
ENSMUSG00000057230	ENSMUSP00000086948	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000033060	ENSMUSP00000097910	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000037736	ENSMUSP00000098723	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000037995	ENSMUSP00000106866	Bilateria	Chordata	Duplicate
ENSMUSG00000034275	ENSMUSP00000117017	Bilateria	Chordata	Duplicate
ENSMUSG00000092032	ENSMUSP00000131856	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000048502	ENSMUSP00000056056	Theria	Mus.musculus	Duplicate
ENSMUSG00000072675	ENSMUSP00000098373	Theria	Mus.musculus	Duplicate
ENSMUSG00000058537	ENSMUSP00000133909	Theria	Eutheria	Duplicate
ENSMUSG00000072672	ENSMUSP00000098367	Theria	Mus.musculus	Duplicate
ENSMUSG00000017428	ENSMUSP00000017572	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000027206	ENSMUSP00000028635	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000032232	ENSMUSP00000072672	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000068876	ENSMUSP00000102894	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000039671	ENSMUSP00000104889	Bilateria	Bilateria	Duplicate
ENSMUSG00000021156	ENSMUSP00000106266	Bilateria	Bilateria	Duplicate
ENSMUSG00000056370	ENSMUSP00000066805	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000043430	ENSMUSP00000100594	Bilateria	Eutheria	Duplicate
ENSMUSG00000004207	ENSMUSP00000137476	Bilateria	Eutheria	Duplicate
ENSMUSG00000027674	ENSMUSP00000077353	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000005069	ENSMUSP00000108151	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000022013	ENSMUSP00000022590	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000027679	ENSMUSP00000011029	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000034300	ENSMUSP00000037034	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000037339	ENSMUSP00000045539	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000030956	ENSMUSP00000095608	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000028274	ENSMUSP00000103788	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000030002	ENSMUSP00000032071	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000029249	ENSMUSP00000079231	Bilateria	Chordata	Duplicate
ENSMUSG00000048410	ENSMUSP00000118361	Bilateria	Chordata	Duplicate
ENSMUSG00000000631	ENSMUSP00000099546	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000072720	ENSMUSP00000083810	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000029405	ENSMUSP00000128244	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000018583	ENSMUSP00000018727	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000093550	ENSMUSP00000134848	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000020928	ENSMUSP00000021302	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000044330	ENSMUSP00000137529	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000038412	ENSMUSP00000054881	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000047648	ENSMUSP00000117687	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000047746	ENSMUSP00000075266	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000054455	ENSMUSP00000064699	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000024091	ENSMUSP00000024897	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000029086	ENSMUSP00000073751	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000027376	ENSMUSP00000028855	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000010175	ENSMUSP00000135703	Bilateria	Chordata	Duplicate
ENSMUSG00000042320	ENSMUSP00000135881	Bilateria	Chordata	Duplicate
ENSMUSG00000005220	ENSMUSP00000005352	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000058952	ENSMUSP00000077074	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000010154	ENSMUSP00000010298	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000024533	ENSMUSP00000049336	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000020649	ENSMUSP00000020980	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000022292	ENSMUSP00000022901	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000032343	ENSMUSP00000108876	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000035270	ENSMUSP00000063648	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000053877	ENSMUSP00000063817	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000029505	ENSMUSP00000049038	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000090663	ENSMUSP00000081611	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000039701	ENSMUSP00000087857	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000034235	ENSMUSP00000036214	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000041268	ENSMUSP00000113705	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000037416	ENSMUSP00000137871	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000091736	ENSMUSP00000137233	Bilateria	Eutheria	Duplicate
ENSMUSG00000051176	ENSMUSP00000080765	Bilateria	Theria	Duplicate
ENSMUSG00000021264	ENSMUSP00000021692	Bilateria	Eutheria	Duplicate
ENSMUSG00000028655	ENSMUSP00000030408	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000037336	ENSMUSP00000045315	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000032116	ENSMUSP00000113116	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000032437	ENSMUSP00000035010	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000026628	ENSMUSP00000027941	Chordata	Euteleostomi	Duplicate
ENSMUSG00000034271	ENSMUSP00000059724	Chordata	Euteleostomi	Duplicate
ENSMUSG00000040596	ENSMUSP00000127395	Bilateria	Bilateria	Singleton
ENSMUSG00000022432	ENSMUSP00000023068	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000041133	ENSMUSP00000044645	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000018476	ENSMUSP00000091620	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000031015	ENSMUSP00000033325	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000002257	ENSMUSP00000002327	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000047712	ENSMUSP00000052017	Bilateria	Bilateria	Duplicate
ENSMUSG00000040151	ENSMUSP00000043066	Bilateria	Bilateria	Duplicate
ENSMUSG00000026587	ENSMUSP00000039711	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000028373	ENSMUSP00000065786	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000040681	ENSMUSP00000061012	Tetrapoda	Tetrapoda	Singleton
ENSMUSG00000020321	ENSMUSP00000099938	Bilateria	Chordata	Duplicate
ENSMUSG00000025963	ENSMUSP00000109728	Bilateria	Chordata	Duplicate
ENSMUSG00000074793	ENSMUSP00000096950	Chordata	Euteleostomi	Duplicate
ENSMUSG00000025092	ENSMUSP00000066860	Chordata	Euteleostomi	Duplicate
ENSMUSG00000024922	ENSMUSP00000025861	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000037279	ENSMUSP00000044026	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000028519	ENSMUSP00000102443	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000022150	ENSMUSP00000079689	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000071679	ENSMUSP00000108462	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000047686	ENSMUSP00000060157	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000092035	ENSMUSP00000134963	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000021456	ENSMUSP00000021907	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000069805	ENSMUSP00000090564	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000027397	ENSMUSP00000028880	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000037656	ENSMUSP00000065935	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000040731	ENSMUSP00000048833	Bilateria	Bilateria	Duplicate
ENSMUSG00000058655	ENSMUSP00000127774	Bilateria	Bilateria	Duplicate
ENSMUSG00000030866	ENSMUSP00000033153	FungiMetazoa	Chordata	Duplicate
ENSMUSG00000020715	ENSMUSP00000001059	FungiMetazoa	Chordata	Duplicate
ENSMUSG00000022947	ENSMUSP00000047712	Chordata	Eutheria	Duplicate
ENSMUSG00000051483	ENSMUSP00000049394	Chordata	Eutheria	Duplicate
ENSMUSG00000015002	ENSMUSP00000015146	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000020658	ENSMUSP00000106809	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000039157	ENSMUSP00000044731	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000040339	ENSMUSP00000131904	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000020282	ENSMUSP00000020524	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000020806	ENSMUSP00000099317	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000070493	ENSMUSP00000091835	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000049422	ENSMUSP00000059575	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000056367	ENSMUSP00000085578	FungiMetazoa	Chordata	Duplicate
ENSMUSG00000026341	ENSMUSP00000137503	FungiMetazoa	Chordata	Duplicate
ENSMUSG00000033769	ENSMUSP00000125312	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000053799	ENSMUSP00000064332	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000025666	ENSMUSP00000026760	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000019851	ENSMUSP00000019998	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000021048	ENSMUSP00000021443	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000040675	ENSMUSP00000112897	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000054387	ENSMUSP00000070411	Chordata	Euteleostomi	Duplicate
ENSMUSG00000020184	ENSMUSP00000020408	Chordata	Euteleostomi	Duplicate
ENSMUSG00000020273	ENSMUSP00000020513	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000071984	ENSMUSP00000095036	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000035258	ENSMUSP00000036257	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000072501	ENSMUSP00000035682	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000038116	ENSMUSP00000043138	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000090061	ENSMUSP00000124712	Bilateria	Chordata	Duplicate
ENSMUSG00000048148	ENSMUSP00000124804	Bilateria	Chordata	Duplicate
ENSMUSG00000018893	ENSMUSP00000125995	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000020810	ENSMUSP00000021166	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000024740	ENSMUSP00000025649	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000033732	ENSMUSP00000045073	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000022404	ENSMUSP00000023040	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000022299	ENSMUSP00000022908	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000029478	ENSMUSP00000083250	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000018501	ENSMUSP00000018645	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000038811	ENSMUSP00000047586	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000032766	ENSMUSP00000031670	Euteleostomi	Sarcopterygii	Duplicate
ENSMUSG00000029663	ENSMUSP00000031673	Euteleostomi	Sarcopterygii	Duplicate
ENSMUSG00000019087	ENSMUSP00000019231	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000078958	ENSMUSP00000105168	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000008482	ENSMUSP00000008626	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000025373	ENSMUSP00000100869	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000027699	ENSMUSP00000103935	Bilateria	Bilateria	Duplicate
ENSMUSG00000032555	ENSMUSP00000035164	Bilateria	Bilateria	Duplicate
ENSMUSG00000050891	ENSMUSP00000105783	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000056952	ENSMUSP00000086412	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000021748	ENSMUSP00000022268	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000032263	ENSMUSP00000034801	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000051495	ENSMUSP00000062753	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000034168	ENSMUSP00000041070	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000044030	ENSMUSP00000061234	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000019979	ENSMUSP00000020157	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000020372	ENSMUSP00000020640	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000002058	ENSMUSP00000002127	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000046562	ENSMUSP00000055475	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000031683	ENSMUSP00000119841	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000020018	ENSMUSP00000020203	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000000142	ENSMUSP00000051331	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000024182	ENSMUSP00000073974	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000034252	ENSMUSP00000047220	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000052917	ENSMUSP00000086779	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000029014	ENSMUSP00000030771	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000026740	ENSMUSP00000126321	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000021036	ENSMUSP00000021424	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000039092	ENSMUSP00000048313	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000039233	ENSMUSP00000047880	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000037287	ENSMUSP00000067882	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000023022	ENSMUSP00000073371	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000040699	ENSMUSP00000045357	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000036138	ENSMUSP00000042351	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000010651	ENSMUSP00000010795	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000059447	ENSMUSP00000110434	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000027463	ENSMUSP00000072961	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000022560	ENSMUSP00000023220	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000054099	ENSMUSP00000067611	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000018677	ENSMUSP00000018821	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000030987	ENSMUSP00000033289	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000039156	ENSMUSP00000113174	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000020088	ENSMUSP00000020285	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000020386	ENSMUSP00000020653	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000048400	ENSMUSP00000137577	Bilateria	Sarcopterygii	Duplicate
ENSMUSG00000052099	ENSMUSP00000132814	Bilateria	Eutheria	Duplicate
ENSMUSG00000034623	ENSMUSP00000086752	Bilateria	Eutheria	Duplicate
ENSMUSG00000021966	ENSMUSP00000022537	Bilateria	Theria	Duplicate
ENSMUSG00000041073	ENSMUSP00000049490	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000061315	ENSMUSP00000089680	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000018736	ENSMUSP00000018880	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000022678	ENSMUSP00000023359	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000037202	ENSMUSP00000041483	Euteleostomi	Euteleostomi	Singleton
ENSMUSG00000021476	ENSMUSP00000021929	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000036371	ENSMUSP00000039110	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000028656	ENSMUSP00000101864	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000021373	ENSMUSP00000021802	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000029577	ENSMUSP00000073652	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000039000	ENSMUSP00000045998	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000038453	ENSMUSP00000103222	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000036617	ENSMUSP00000110274	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000035910	ENSMUSP00000063650	Chordata	Euteleostomi	Duplicate
ENSMUSG00000020633	ENSMUSP00000020963	Chordata	Euteleostomi	Duplicate
ENSMUSG00000078552	ENSMUSP00000135913	Chordata	Euteleostomi	Duplicate
ENSMUSG00000029578	ENSMUSP00000045201	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000041895	ENSMUSP00000099349	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000021147	ENSMUSP00000062174	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000026019	ENSMUSP00000113494	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000040648	ENSMUSP00000043401	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000033526	ENSMUSP00000057632	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000061981	ENSMUSP00000072136	Bilateria	Bilateria	Duplicate
ENSMUSG00000059714	ENSMUSP00000001569	Bilateria	Bilateria	Duplicate
ENSMUSG00000032481	ENSMUSP00000086094	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000025369	ENSMUSP00000100868	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000056133	ENSMUSP00000064469	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000036908	ENSMUSP00000124272	Bilateria	Chordata	Duplicate
ENSMUSG00000067049	ENSMUSP00000082032	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000027695	ENSMUSP00000113810	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000020828	ENSMUSP00000018429	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000063455	ENSMUSP00000130121	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000068373	ENSMUSP00000106756	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000046314	ENSMUSP00000112551	Bilateria	Chordata	Duplicate
ENSMUSG00000036435	ENSMUSP00000109121	Bilateria	Chordata	Duplicate
ENSMUSG00000030361	ENSMUSP00000032512	Amniota	Mus.musculus	Duplicate
ENSMUSG00000030154	ENSMUSP00000032257	Amniota	Murinae	Duplicate
ENSMUSG00000079298	ENSMUSP00000032472	Amniota	Mus.musculus	Duplicate
ENSMUSG00000030325	ENSMUSP00000134504	Amniota	Mus.musculus	Duplicate
ENSMUSG00000079299	ENSMUSP00000107738	Amniota	Murinae	Duplicate
ENSMUSG00000028673	ENSMUSP00000030434	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000019810	ENSMUSP00000113499	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000015133	ENSMUSP00000015277	Bilateria	Chordata	Duplicate
ENSMUSG00000036273	ENSMUSP00000052584	Bilateria	Chordata	Duplicate
ENSMUSG00000060499	ENSMUSP00000100795	FungiMetazoa	Eutheria	Duplicate
ENSMUSG00000021750	ENSMUSP00000114015	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000026655	ENSMUSP00000027965	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000058558	ENSMUSP00000080854	FungiMetazoa	FungiMetazoa	Singleton
ENSMUSG00000032883	ENSMUSP00000045291	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000031278	ENSMUSP00000033634	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000045034	ENSMUSP00000054330	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000049097	ENSMUSP00000102707	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000047606	ENSMUSP00000056787	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000074513	ENSMUSP00000122964	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000030881	ENSMUSP00000120387	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000051223	ENSMUSP00000051935	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000020547	ENSMUSP00000020856	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000036197	ENSMUSP00000047281	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000030074	ENSMUSP00000032157	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000039706	ENSMUSP00000067737	Bilateria	Bilateria	Duplicate
ENSMUSG00000025223	ENSMUSP00000118546	Bilateria	Bilateria	Duplicate
ENSMUSG00000027201	ENSMUSP00000123088	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000059208	ENSMUSP00000120115	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000049230	ENSMUSP00000058811	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000030098	ENSMUSP00000124709	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000034813	ENSMUSP00000123234	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000046364	ENSMUSP00000123410	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000057036	ENSMUSP00000076607	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000027255	ENSMUSP00000028691	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000054277	ENSMUSP00000064893	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000025939	ENSMUSP00000112741	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000001403	ENSMUSP00000085581	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000038209	ENSMUSP00000043837	Chordata	Mus.musculus	Duplicate
ENSMUSG00000038218	ENSMUSP00000048799	Chordata	Mus.musculus	Duplicate
ENSMUSG00000022110	ENSMUSP00000123765	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000061838	ENSMUSP00000078774	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000022812	ENSMUSP00000023507	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000057177	ENSMUSP00000071654	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000040268	ENSMUSP00000035375	Chordata	Euteleostomi	Duplicate
ENSMUSG00000031557	ENSMUSP00000066546	Chordata	Euteleostomi	Duplicate
ENSMUSG00000035246	ENSMUSP00000044280	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000005615	ENSMUSP00000130056	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000041731	ENSMUSP00000036025	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000025791	ENSMUSP00000061227	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000014959	ENSMUSP00000028509	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000032513	ENSMUSP00000035099	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000063804	ENSMUSP00000078361	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000050966	ENSMUSP00000050488	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000035614	ENSMUSP00000070382	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000045761	ENSMUSP00000094886	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000028657	ENSMUSP00000030412	Bilateria	Bilateria	Duplicate
ENSMUSG00000015474	ENSMUSP00000131243	Bilateria	Bilateria	Duplicate
ENSMUSG00000050332	ENSMUSP00000109502	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000045174	ENSMUSP00000054748	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000021986	ENSMUSP00000022561	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000059475	ENSMUSP00000111224	Theria	Eutheria	Duplicate
ENSMUSG00000060510	ENSMUSP00000134217	Theria	Eutheria	Duplicate
ENSMUSG00000003273	ENSMUSP00000003360	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000056158	ENSMUSP00000103495	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000027531	ENSMUSP00000068174	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000024525	ENSMUSP00000025403	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000060036	ENSMUSP00000080354	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000002500	ENSMUSP00000129325	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000050079	ENSMUSP00000057275	Bilateria	Bilateria	Duplicate
ENSMUSG00000041528	ENSMUSP00000124548	Bilateria	Bilateria	Duplicate
ENSMUSG00000037683	ENSMUSP00000110287	Bilateria	Chordata	Duplicate
ENSMUSG00000061802	ENSMUSP00000080028	Bilateria	Chordata	Duplicate
ENSMUSG00000022295	ENSMUSP00000022904	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000020566	ENSMUSP00000020884	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000008333	ENSMUSP00000008477	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000007656	ENSMUSP00000128921	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000038619	ENSMUSP00000051799	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000042104	ENSMUSP00000121249	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000037470	ENSMUSP00000037930	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000043549	ENSMUSP00000043958	Eutheria	Mus.musculus	Duplicate
ENSMUSG00000079112	ENSMUSP00000106369	Eutheria	Mus.musculus	Duplicate
ENSMUSG00000047126	ENSMUSP00000099475	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000019849	ENSMUSP00000097444	Bilateria	Chordata	Duplicate
ENSMUSG00000024127	ENSMUSP00000130967	Bilateria	Chordata	Duplicate
ENSMUSG00000021136	ENSMUSP00000105976	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000023886	ENSMUSP00000024660	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000020594	ENSMUSP00000128292	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000028580	ENSMUSP00000030315	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000011148	ENSMUSP00000021726	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000015961	ENSMUSP00000016105	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000029147	ENSMUSP00000031032	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000020525	ENSMUSP00000020835	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000079109	ENSMUSP00000119875	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000026098	ENSMUSP00000027267	FungiMetazoa	Bilateria	Duplicate
